timestamp,AAPL_close,MSFT_close
2022-05-03 04:00:00+00:00,159.48,281.78
2022-05-04 04:00:00+00:00,166.02,289.98
2022-05-05 04:00:00+00:00,156.77,277.35
2022-05-06 04:00:00+00:00,157.28,274.73
2022-05-09 04:00:00+00:00,152.06,264.58
2022-05-10 04:00:00+00:00,154.51,269.5
2022-05-11 04:00:00+00:00,146.5,260.55
2022-05-12 04:00:00+00:00,142.56,255.35
2022-05-13 04:00:00+00:00,147.09,261.12
2022-05-16 04:00:00+00:00,145.54,261.5
2022-05-17 04:00:00+00:00,149.24,266.86
2022-05-18 04:00:00+00:00,140.82,254.08
2022-05-19 04:00:00+00:00,137.35,253.14
2022-05-20 04:00:00+00:00,137.59,252.56
2022-05-23 04:00:00+00:00,143.11,260.65
2022-05-24 04:00:00+00:00,140.36,259.62
2022-05-25 04:00:00+00:00,140.52,262.52
2022-05-26 04:00:00+00:00,143.78,265.9
2022-05-27 04:00:00+00:00,149.64,273.24
2022-05-31 04:00:00+00:00,148.84,271.87
2022-06-01 04:00:00+00:00,148.71,272.42
2022-06-02 04:00:00+00:00,151.21,274.58
2022-06-03 04:00:00+00:00,145.38,270.04
2022-06-06 04:00:00+00:00,146.14,268.75
2022-06-07 04:00:00+00:00,148.71,272.5
2022-06-08 04:00:00+00:00,147.96,270.41
2022-06-09 04:00:00+00:00,142.64,264.79
2022-06-10 04:00:00+00:00,137.13,252.99
2022-06-13 04:00:00+00:00,131.88,242.26
2022-06-14 04:00:00+00:00,132.76,244.49
2022-06-15 04:00:00+00:00,135.43,251.76
2022-06-16 04:00:00+00:00,130.06,244.97
2022-06-17 04:00:00+00:00,131.56,247.65
2022-06-21 04:00:00+00:00,135.87,253.74
2022-06-22 04:00:00+00:00,135.35,253.13
2022-06-23 04:00:00+00:00,138.27,258.86
2022-06-24 04:00:00+00:00,141.66,267.7
2022-06-27 04:00:00+00:00,141.66,264.89
2022-06-28 04:00:00+00:00,137.44,256.48
2022-06-29 04:00:00+00:00,139.23,260.26
2022-06-30 04:00:00+00:00,136.72,256.83
2022-07-01 04:00:00+00:00,138.93,259.58
2022-07-05 04:00:00+00:00,141.56,262.85
2022-07-06 04:00:00+00:00,142.92,266.21
2022-07-07 04:00:00+00:00,146.35,268.4
2022-07-08 04:00:00+00:00,147.04,267.66
2022-07-11 04:00:00+00:00,144.87,264.51
2022-07-12 04:00:00+00:00,145.86,253.67
2022-07-13 04:00:00+00:00,145.49,252.72
2022-07-14 04:00:00+00:00,148.47,254.08
2022-07-15 04:00:00+00:00,150.17,256.72
2022-07-18 04:00:00+00:00,147.07,254.25
2022-07-19 04:00:00+00:00,151.0,259.53
2022-07-20 04:00:00+00:00,153.04,262.27
2022-07-21 04:00:00+00:00,155.35,264.84
2022-07-22 04:00:00+00:00,154.09,260.36
2022-07-25 04:00:00+00:00,152.95,258.83
2022-07-26 04:00:00+00:00,151.6,251.9
2022-07-27 04:00:00+00:00,156.79,268.74
2022-07-28 04:00:00+00:00,157.35,276.41
2022-07-29 04:00:00+00:00,162.51,280.74
2022-08-01 04:00:00+00:00,161.51,278.01
2022-08-02 04:00:00+00:00,160.01,274.82
2022-08-03 04:00:00+00:00,166.13,282.47
2022-08-04 04:00:00+00:00,165.81,283.65
2022-08-05 04:00:00+00:00,165.35,282.91
2022-08-08 04:00:00+00:00,164.87,280.32
2022-08-09 04:00:00+00:00,164.92,282.3
2022-08-10 04:00:00+00:00,169.24,289.16
2022-08-11 04:00:00+00:00,168.49,287.02
2022-08-12 04:00:00+00:00,172.1,291.91
2022-08-15 04:00:00+00:00,173.19,293.47
2022-08-16 04:00:00+00:00,173.03,292.71
2022-08-17 04:00:00+00:00,174.55,291.32
2022-08-18 04:00:00+00:00,174.15,290.17
2022-08-19 04:00:00+00:00,171.52,286.15
2022-08-22 04:00:00+00:00,167.57,277.75
2022-08-23 04:00:00+00:00,167.23,276.44
2022-08-24 04:00:00+00:00,167.53,275.79
2022-08-25 04:00:00+00:00,170.03,278.85
2022-08-26 04:00:00+00:00,163.62,268.09
2022-08-29 04:00:00+00:00,161.38,265.23
2022-08-30 04:00:00+00:00,158.91,262.97
2022-08-31 04:00:00+00:00,157.22,261.47
2022-09-01 04:00:00+00:00,157.96,260.4
2022-09-02 04:00:00+00:00,155.81,256.06
2022-09-06 04:00:00+00:00,154.53,253.25
2022-09-07 04:00:00+00:00,155.96,258.09
2022-09-08 04:00:00+00:00,154.46,258.52
2022-09-09 04:00:00+00:00,157.37,264.46
2022-09-12 04:00:00+00:00,163.43,266.65
2022-09-13 04:00:00+00:00,153.84,251.99
2022-09-14 04:00:00+00:00,155.31,252.22
2022-09-15 04:00:00+00:00,152.37,245.38
2022-09-16 04:00:00+00:00,150.7,244.74
2022-09-19 04:00:00+00:00,154.48,244.52
2022-09-20 04:00:00+00:00,156.9,242.45
2022-09-21 04:00:00+00:00,153.72,238.95
2022-09-22 04:00:00+00:00,152.74,240.98
2022-09-23 04:00:00+00:00,150.43,237.92
2022-09-26 04:00:00+00:00,150.77,237.45
2022-09-27 04:00:00+00:00,151.76,236.41
2022-09-28 04:00:00+00:00,149.84,241.07
2022-09-29 04:00:00+00:00,142.48,237.5
2022-09-30 04:00:00+00:00,138.2,232.9
2022-10-03 04:00:00+00:00,142.45,240.74
2022-10-04 04:00:00+00:00,146.1,248.88
2022-10-05 04:00:00+00:00,146.4,249.2
2022-10-06 04:00:00+00:00,145.43,246.79
2022-10-07 04:00:00+00:00,140.09,234.24
2022-10-10 04:00:00+00:00,140.42,229.25
2022-10-11 04:00:00+00:00,138.98,225.41
2022-10-12 04:00:00+00:00,138.34,225.75
2022-10-13 04:00:00+00:00,142.99,234.24
2022-10-14 04:00:00+00:00,138.38,228.56
2022-10-17 04:00:00+00:00,142.41,237.53
2022-10-18 04:00:00+00:00,143.75,238.5
2022-10-19 04:00:00+00:00,143.86,236.48
2022-10-20 04:00:00+00:00,143.39,236.15
2022-10-21 04:00:00+00:00,147.27,242.12
2022-10-24 04:00:00+00:00,149.45,247.25
2022-10-25 04:00:00+00:00,152.34,250.66
2022-10-26 04:00:00+00:00,149.35,231.32
2022-10-27 04:00:00+00:00,144.8,226.75
2022-10-28 04:00:00+00:00,155.74,235.87
2022-10-31 04:00:00+00:00,153.34,232.13
2022-11-01 04:00:00+00:00,150.65,228.17
2022-11-02 04:00:00+00:00,145.03,220.1
2022-11-03 04:00:00+00:00,138.88,214.25
2022-11-04 04:00:00+00:00,138.38,221.39
2022-11-07 05:00:00+00:00,138.92,227.87
2022-11-08 05:00:00+00:00,139.5,228.87
2022-11-09 05:00:00+00:00,134.87,224.51
2022-11-10 05:00:00+00:00,146.87,242.98
2022-11-11 05:00:00+00:00,149.7,247.11
2022-11-14 05:00:00+00:00,148.28,241.55
2022-11-15 05:00:00+00:00,150.04,241.97
2022-11-16 05:00:00+00:00,148.79,241.73
2022-11-17 05:00:00+00:00,150.72,241.68
2022-11-18 05:00:00+00:00,151.29,241.22
2022-11-21 05:00:00+00:00,148.01,242.05
2022-11-22 05:00:00+00:00,150.18,245.03
2022-11-23 05:00:00+00:00,151.07,247.58
2022-11-25 05:00:00+00:00,148.11,247.49
2022-11-28 05:00:00+00:00,144.22,241.76
2022-11-29 05:00:00+00:00,141.17,240.33
2022-11-30 05:00:00+00:00,148.03,255.14
2022-12-01 05:00:00+00:00,148.31,254.69
2022-12-02 05:00:00+00:00,147.81,255.02
2022-12-05 05:00:00+00:00,146.63,250.2
2022-12-06 05:00:00+00:00,142.91,245.12
2022-12-07 05:00:00+00:00,140.94,244.37
2022-12-08 05:00:00+00:00,142.65,247.4
2022-12-09 05:00:00+00:00,142.16,245.42
2022-12-12 05:00:00+00:00,144.49,252.51
2022-12-13 05:00:00+00:00,145.47,256.92
2022-12-14 05:00:00+00:00,143.21,257.22
2022-12-15 05:00:00+00:00,136.5,249.01
2022-12-16 05:00:00+00:00,134.51,244.69
2022-12-19 05:00:00+00:00,132.37,240.45
2022-12-20 05:00:00+00:00,132.3,241.8
2022-12-21 05:00:00+00:00,135.45,244.43
2022-12-22 05:00:00+00:00,132.23,238.19
2022-12-23 05:00:00+00:00,131.86,238.73
2022-12-27 05:00:00+00:00,130.03,236.96
2022-12-28 05:00:00+00:00,126.04,234.53
2022-12-29 05:00:00+00:00,129.61,241.01
2022-12-30 05:00:00+00:00,129.93,239.82
2023-01-03 05:00:00+00:00,125.07,239.58
2023-01-04 05:00:00+00:00,126.36,229.1
2023-01-05 05:00:00+00:00,125.02,222.31
2023-01-06 05:00:00+00:00,129.62,224.93
2023-01-09 05:00:00+00:00,130.15,227.12
2023-01-10 05:00:00+00:00,130.73,228.85
2023-01-11 05:00:00+00:00,133.49,235.77
2023-01-12 05:00:00+00:00,133.41,238.51
2023-01-13 05:00:00+00:00,134.76,239.23
2023-01-17 05:00:00+00:00,135.94,240.35
2023-01-18 05:00:00+00:00,135.21,235.81
2023-01-19 05:00:00+00:00,135.27,231.93
2023-01-20 05:00:00+00:00,137.87,240.22
2023-01-23 05:00:00+00:00,141.11,242.58
2023-01-24 05:00:00+00:00,142.53,242.04
2023-01-25 05:00:00+00:00,141.86,240.61
2023-01-26 05:00:00+00:00,143.96,248.0
2023-01-27 05:00:00+00:00,145.93,248.16
2023-01-30 05:00:00+00:00,143.0,242.71
2023-01-31 05:00:00+00:00,144.29,247.81
2023-02-01 05:00:00+00:00,145.43,252.75
2023-02-02 05:00:00+00:00,150.82,264.6
2023-02-03 05:00:00+00:00,154.5,258.35
2023-02-06 05:00:00+00:00,151.73,256.77
2023-02-07 05:00:00+00:00,154.65,267.56
2023-02-08 05:00:00+00:00,151.92,266.73
2023-02-09 05:00:00+00:00,150.87,263.62
2023-02-10 05:00:00+00:00,151.01,263.1
2023-02-13 05:00:00+00:00,153.85,271.32
2023-02-14 05:00:00+00:00,153.2,272.17
2023-02-15 05:00:00+00:00,155.33,269.32
2023-02-16 05:00:00+00:00,153.71,262.15
2023-02-17 05:00:00+00:00,152.55,258.06
2023-02-21 05:00:00+00:00,148.48,252.67
2023-02-22 05:00:00+00:00,148.91,251.51
2023-02-23 05:00:00+00:00,149.4,254.77
2023-02-24 05:00:00+00:00,146.71,249.22
2023-02-27 05:00:00+00:00,147.92,250.16
2023-02-28 05:00:00+00:00,147.41,249.42
2023-03-01 05:00:00+00:00,145.31,246.27
2023-03-02 05:00:00+00:00,145.91,251.11
2023-03-03 05:00:00+00:00,151.03,255.29
2023-03-06 05:00:00+00:00,153.83,256.87
2023-03-07 05:00:00+00:00,151.6,254.15
2023-03-08 05:00:00+00:00,152.87,253.7
2023-03-09 05:00:00+00:00,150.59,252.32
2023-03-10 05:00:00+00:00,148.5,248.59
2023-03-13 04:00:00+00:00,150.47,253.92
2023-03-14 04:00:00+00:00,152.59,260.79
2023-03-15 04:00:00+00:00,152.99,265.44
2023-03-16 04:00:00+00:00,155.85,276.2
2023-03-17 04:00:00+00:00,155.0,279.43
2023-03-20 04:00:00+00:00,157.4,272.23
2023-03-21 04:00:00+00:00,159.28,273.78
2023-03-22 04:00:00+00:00,157.83,272.29
2023-03-23 04:00:00+00:00,158.93,277.66
2023-03-24 04:00:00+00:00,160.25,280.57
2023-03-27 04:00:00+00:00,158.28,276.38
2023-03-28 04:00:00+00:00,157.65,275.23
2023-03-29 04:00:00+00:00,160.77,280.51
2023-03-30 04:00:00+00:00,162.36,284.05
2023-03-31 04:00:00+00:00,164.76,288.3
2023-04-03 04:00:00+00:00,166.17,287.23
2023-04-04 04:00:00+00:00,165.63,287.18
2023-04-05 04:00:00+00:00,163.76,284.34
2023-04-06 04:00:00+00:00,164.66,291.6
2023-04-10 04:00:00+00:00,162.03,289.39
2023-04-11 04:00:00+00:00,160.8,282.83
2023-04-12 04:00:00+00:00,160.1,283.49
2023-04-13 04:00:00+00:00,165.56,289.84
2023-04-14 04:00:00+00:00,165.21,286.14
2023-04-17 04:00:00+00:00,165.23,288.8
2023-04-18 04:00:00+00:00,166.47,288.37
2023-04-19 04:00:00+00:00,167.63,288.45
2023-04-20 04:00:00+00:00,166.65,286.11
2023-04-21 04:00:00+00:00,165.02,285.76
2023-04-24 04:00:00+00:00,165.33,281.77
2023-04-25 04:00:00+00:00,163.77,275.42
2023-04-26 04:00:00+00:00,163.76,295.37
2023-04-27 04:00:00+00:00,168.41,304.83
2023-04-28 04:00:00+00:00,169.68,307.32
2023-05-01 04:00:00+00:00,169.59,305.56
2023-05-02 04:00:00+00:00,168.54,305.41
2023-05-03 04:00:00+00:00,167.45,304.4
2023-05-04 04:00:00+00:00,165.79,305.41
2023-05-05 04:00:00+00:00,173.62,310.65
2023-05-08 04:00:00+00:00,173.5,308.65
2023-05-09 04:00:00+00:00,171.77,307.0
2023-05-10 04:00:00+00:00,173.555,312.31
2023-05-11 04:00:00+00:00,173.75,310.11
2023-05-12 04:00:00+00:00,172.57,309.02
2023-05-15 04:00:00+00:00,172.07,309.46
2023-05-16 04:00:00+00:00,172.07,311.74
2023-05-17 04:00:00+00:00,172.69,314.0
2023-05-18 04:00:00+00:00,175.05,318.52
2023-05-19 04:00:00+00:00,175.21,318.34
2023-05-22 04:00:00+00:00,174.2,321.18
2023-05-23 04:00:00+00:00,171.56,315.28
